V1,V2,V3,V4,V5,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,suburb,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_ezkOlcyUK9kY6ah,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:47:24,2015-03-20 02:48:10,1,1277759627,iZXUO4qzTRTIs7lLmdUHpg**,27197,Qual712-0618WaterUtilities,2,noTapWater,46,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8d0326nm3Hj7hMp,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:46:37,2015-03-20 02:48:53,1,1131902129,iZXUO4qzTRTDFkkxlWPQLw**,27197,Qual712-0618WaterUtilities,1,NA,136,17012488971673,1,3,1,1,1,7,7,7,6,4,1,3,4,1,1,1,6,6,6,6,6,6,6,4,6,4,4,4,4,5,4,7,4,6
R_6VTPKFTIFU13Det,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:44:58,2015-03-20 02:49:00,1,1192157677,iZXUO4qzTRTPNj7Zsi0fQw**,27197,Qual712-0618WaterUtilities,1,NA,242,17918129858113,1,3,1,1,1,7,7,7,5,3,7,3,2,1,1,1,7,5,3,5,5,7,6,4,7,4,6,5,3,4,6,4,4,4
R_eKi3nvoeA7cUsEl,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:46:48,2015-03-20 02:49:18,1,1131855873,iZXUO4qzTRSZkHRbSzE9QA**,27197,Qual712-0618WaterUtilities,1,NA,150,17011793743993,1,2,1,1,2,5,7,7,2,6,4,6,4,1,2,1,7,7,7,6,6,5,6,5,6,5,6,5,5,5,4,5,5,4
R_e5MGLVlpiOwEqyN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:45:48,2015-03-20 02:49:18,1,1254586997,iZXUO4qzTRRn0JPMU3J4zg**,27197,Qual712-0618WaterUtilities,1,NA,210,18856442537713,1,3,1,1,2,6,6,6,2,4,4,7,1,1,1,1,6,5,3,3,6,6,6,4,6,4,4,4,4,5,4,5,4,6
R_2hMgH4e1qcO8y1L,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:48:25,2015-03-20 02:51:32,1,1278679344,iZXUO4qzTRRIJ4lWO6SISA**,27197,Qual712-0618WaterUtilities,1,NA,187,19218550513123,1,3,1,1,3,5,5,7,4,5,2,4,4,2,2,1,7,6,6,6,7,6,6,6,6,5,7,6,6,5,6,7,6,6
R_0lk1treE4813mkJ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:46:39,2015-03-20 02:51:37,1,1264572331,iZXUO4qzTRS2l-CZrtVH8g**,27197,Qual712-0618WaterUtilities,1,NA,298,19006522107733,1,3,1,1,3,5,6,7,4,6,2,4,4,3,1,1,6,6,6,5,5,5,7,4,5,4,4,4,4,4,4,5,4,3
R_2ic1ld1Oer6WB8x,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:52:38,2015-03-20 02:52:59,1,1074523203,iZXUO4qzTRTUbfbvdOyeAw**,27197,Qual712-0618WaterUtilities,2,otherCity,21,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bsEqwRmR1ebZm0R,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:48:47,2015-03-20 02:52:59,1,1277772405,iZXUO4qzTRR776KZhHSpPw**,27197,Qual712-0618WaterUtilities,1,NA,252,19204919219953,1,3,1,3,4,5,6,6,3,6,5,5,5,4,1,1,6,6,6,5,3,4,4,4,5,5,5,4,4,3,4,5,4,4
R_9ttmoQd3nPl1EPP,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:52:16,2015-03-20 02:53:06,1,1236008228,iZXUO4qzTRR0xQuwRhdEaQ**,27197,Qual712-0618WaterUtilities,NA,NA,50,NA,1,3,1,6,6,4,6,3,3,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e5TSmKT2YHHfHMN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:48:58,2015-03-20 02:53:09,1,1145097036,iZXUO4qzTRSjC425oPvvxA**,27197,Qual712-0618WaterUtilities,NA,NA,251,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6o2iRXIu2RVQaKV,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:53:53,2015-03-20 02:54:10,1,1238937282,iZXUO4qzTRTKXjY0BUGs4A**,27197,Qual712-0618WaterUtilities,NA,NA,17,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9Nsqh2073UsMU3X,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:50:51,2015-03-20 02:54:17,1,1271466996,iZXUO4qzTRRD0f8C3WDa4w**,27197,Qual712-0618WaterUtilities,NA,NA,206,NA,1,3,1,7,1,7,7,7,7,1,1,1,1,1,1,1,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_3rV7atiXgHeasxT,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:48:26,2015-03-20 02:54:43,1,1277777668,iZXUO4qzTRTp5a5jDaebLg**,27197,Qual712-0618WaterUtilities,NA,NA,377,NA,1,3,1,1,2,4,7,7,4,4,1,4,4,1,2,1,7,7,7,7,6,7,6,4,4,4,4,4,4,4,4,6,4,4
R_eVs8LtmuXh0LIqN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:54:20,2015-03-20 02:55:09,1,1278674472,iZXUO4qzTRTc0OcMksWtzQ**,27197,Qual712-0618WaterUtilities,NA,NA,49,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_88FkxxH2VxvP3wh,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:55:34,2015-03-20 02:56:09,1,1278159995,iZXUO4qzTRSHjfTh28uLPg**,27197,Qual712-0618WaterUtilities,2,otherCity,35,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9ufPBDDhEkRyZxz,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:56:09,2015-03-20 02:56:19,1,1277751167,iZXUO4qzTRQgk9L_vwT5_Q**,27197,Qual712-0618WaterUtilities,NA,NA,10,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3z0AkXetopCcRWl,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:55:55,2015-03-20 02:56:22,1,1277746074,iZXUO4qzTRQ5Vndrikznsw**,27197,Qual712-0618WaterUtilities,NA,NA,27,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ezABmnssU5xBBLn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:53:02,2015-03-20 02:56:58,1,1132090999,iZXUO4qzTRRMTxb5dYzWkg**,27197,Qual712-0618WaterUtilities,1,NA,236,17015327687773,1,1,1,1,1,7,7,7,5,4,1,4,4,3,1,1,7,6,6,6,6,6,6,5,6,6,5,5,6,6,5,5,6,6
R_8bPowhhPP6hWdXn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:56:52,2015-03-20 02:57:09,1,1264706405,iZXUO4qzTRSkyIsDUHEQ0A**,27197,Qual712-0618WaterUtilities,NA,NA,17,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3egRXt89yBUmr2Z,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:56:53,2015-03-20 02:57:22,1,1277782007,iZXUO4qzTRR37vFhkqNm8Q**,27197,Qual712-0618WaterUtilities,2,otherCity,29,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_06tmZQgv9vvX5lP,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:57:00,2015-03-20 02:57:24,1,1131962027,iZXUO4qzTRSjL2HJLI7IvQ**,27197,Qual712-0618WaterUtilities,NA,NA,24,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_aiapC2HgI1hzBop,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:57:41,2015-03-20 02:57:53,1,1277743333,iZXUO4qzTRQLJwoTK_cepQ**,27197,Qual712-0618WaterUtilities,NA,NA,12,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1ThOSxf9HZNgz2t,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:55:00,2015-03-20 02:58:55,1,1277744884,iZXUO4qzTRQZKOccF9BVow**,27197,Qual712-0618WaterUtilities,1,NA,235,19204505579323,1,1,1,1,1,7,7,7,4,5,4,4,1,1,1,1,7,3,4,3,7,4,4,4,4,6,4,4,4,5,4,6,4,4
R_2nHKPya3Nxzw2Pz,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:58:34,2015-03-20 02:59:12,1,1277790629,iZXUO4qzTRRbi4nX8irCsw**,27197,Qual712-0618WaterUtilities,2,otherCity,38,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8c9UaY6hwY0vdcN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:58:42,2015-03-20 02:59:27,1,1277763614,iZXUO4qzTRRXnBYoC7Z3aw**,27197,Qual712-0618WaterUtilities,NA,NA,45,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_81vyhHvK1I18lil,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:59:45,2015-03-20 03:00:03,1,1277763904,iZXUO4qzTRSB22g91JBxgw**,27197,Qual712-0618WaterUtilities,NA,NA,18,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bvzyxugvPBmIr9r,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:56:16,2015-03-20 03:00:46,1,1277756292,iZXUO4qzTRSinSG5PB14Rw**,27197,Qual712-0618WaterUtilities,1,NA,270,19204677041563,1,2,1,2,3,3,3,1,3,6,5,3,2,1,1,1,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_3JhtoPBjga75g2h,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:56:06,2015-03-20 03:00:51,1,1277861692,iZXUO4qzTRTTgxpVYrVGiA**,27197,Qual712-0618WaterUtilities,1,NA,285,19206261203563,1,1,1,1,1,7,7,7,4,4,1,4,4,1,1,1,7,6,6,6,6,6,6,5,6,4,6,4,4,5,4,6,4,5
R_2o5e8cD4haLKVRr,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:58:33,2015-03-20 03:01:38,1,1208558728,iZXUO4qzTRSBwi24AujhVQ**,27197,Qual712-0618WaterUtilities,1,NA,185,18164637654643,1,1,1,2,2,6,6,6,4,4,4,6,4,1,1,1,7,4,6,4,6,5,5,4,4,4,4,4,4,3,4,6,4,5
R_bjyn4A4VtusbAXj,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:55:59,2015-03-20 03:01:44,1,1207794714,iZXUO4qzTRQ3Q4--bHL2vw**,27197,Qual712-0618WaterUtilities,1,NA,345,18153154524223,1,2,1,1,2,4,7,7,1,7,4,7,7,1,1,1,7,6,6,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6
R_8AlNWSZgzMvahUx,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:00:39,2015-03-20 03:02:30,1,1275858672,iZXUO4qzTRTa-9O34Xr4DQ**,27197,Qual712-0618WaterUtilities,1,NA,111,19176155812963,1,1,1,1,1,7,4,7,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_cVj80IH6TLhMoPH,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:02:19,2015-03-20 03:02:32,1,1271581173,iZXUO4qzTRStKM8L2FL1Cw**,27197,Qual712-0618WaterUtilities,NA,NA,13,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3siCw2gq29kAFG5,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:54:06,2015-03-20 03:02:42,1,1277796164,iZXUO4qzTRRNxFdPAzqHyA**,27197,Qual712-0618WaterUtilities,1,NA,516,19205276317723,1,1,1,1,1,4,7,7,3,7,7,7,7,1,1,1,7,1,3,1,6,4,6,4,6,4,4,4,4,3,4,6,4,4
R_7VBs1EbDLl1pr01,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:02:30,2015-03-20 03:02:42,1,1081925449,iZXUO4qzTRT4LwaKjbWnJw**,27197,Qual712-0618WaterUtilities,NA,NA,12,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cZmSdoU6jrXZsjz,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:02:40,2015-03-20 03:02:50,1,1264918222,iZXUO4qzTRQ9MfuwFJSIlw**,27197,Qual712-0618WaterUtilities,NA,NA,10,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e4FAFgBbIn9jemN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:02:25,2015-03-20 03:03:05,1,1276866648,iZXUO4qzTRT9oQwPAHaPcg**,27197,Qual712-0618WaterUtilities,NA,NA,40,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0fxBmypnzjTdNaZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:59:33,2015-03-20 03:03:07,1,1278680146,iZXUO4qzTRR5q466x0YFDQ**,27197,Qual712-0618WaterUtilities,1,NA,214,19218562567183,1,1,1,1,1,7,7,7,1,6,4,7,4,5,2,1,7,5,5,5,6,2,5,4,5,4,4,4,4,3,4,6,4,6
R_eUIVcAU8Iu1EXyt,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:00:25,2015-03-20 03:03:36,1,1209632202,iZXUO4qzTRSqFK3lzd5xUA**,27197,Qual712-0618WaterUtilities,1,NA,191,18180771968863,1,2,1,1,1,6,7,7,6,2,2,2,2,1,1,1,7,7,7,7,7,7,7,7,7,4,7,4,4,7,4,7,4,6
R_bpEh8QNophrdQpf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:03:20,2015-03-20 03:03:49,1,1277791883,iZXUO4qzTRT2M_F6AdPUzg**,27197,Qual712-0618WaterUtilities,NA,NA,29,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6QXULii8QxJv5LD,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:50:49,2015-03-20 03:03:50,1,1277760893,iZXUO4qzTRQ29as-GDjRRg**,27197,Qual712-0618WaterUtilities,1,NA,781,19204746194593,1,1,1,1,2,7,6,7,4,4,4,4,4,2,1,1,6,5,5,4,3,4,4,4,4,4,4,4,4,3,4,5,4,4
R_bDwWmxa9LJvmP6R,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:59:53,2015-03-20 03:03:56,1,1273069713,iZXUO4qzTRRYz7Ra9zleiw**,27197,Qual712-0618WaterUtilities,1,NA,243,19134237759193,1,2,1,1,1,7,7,7,5,2,2,2,4,2,3,1,7,6,6,6,6,6,6,4,6,4,6,6,4,6,6,6,4,6
R_a2IScql8UwJNfMN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:03:47,2015-03-20 03:03:58,1,1277751620,iZXUO4qzTRRjiiPfIupJcg**,27197,Qual712-0618WaterUtilities,NA,NA,11,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9zchSsYnNAKFUHP,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:01:49,2015-03-20 03:04:50,1,1237893635,iZXUO4qzTRRNBHy-g632kw**,27197,Qual712-0618WaterUtilities,2,attention,181,NA,1,1,1,4,2,3,1,4,2,4,3,2,4,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7VXQx7JVjPQrcwt,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:04:36,2015-03-20 03:04:55,1,1259678678,iZXUO4qzTRSNeUbflcLPPw**,27197,Qual712-0618WaterUtilities,2,otherCity,19,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9ZAuSawU6yEBiip,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:04:45,2015-03-20 03:05:12,1,1254328485,iZXUO4qzTRRbGGHIlhvfLg**,27197,Qual712-0618WaterUtilities,2,otherCity,27,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6DRjM2GVVmaRqsJ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:04:39,2015-03-20 03:05:31,1,1220223479,iZXUO4qzTRQGDBeq6ojmgQ**,27197,Qual712-0618WaterUtilities,2,attention,52,NA,1,1,1,3,3,4,4,4,4,5,6,5,5,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1OeJux311kBerAh,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:05:21,2015-03-20 03:05:41,1,1278156620,iZXUO4qzTRTNxQI0w63iRg**,27197,Qual712-0618WaterUtilities,NA,NA,20,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0iivQ7sHMQ16h4V,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:02:39,2015-03-20 03:05:42,1,1205718162,iZXUO4qzTRRKFG0AmF4D1w**,27197,Qual712-0618WaterUtilities,1,NA,183,18121943947663,1,1,1,2,3,6,6,4,5,5,4,4,3,2,1,1,6,6,6,6,6,4,6,4,4,4,4,4,4,6,4,4,5,4
R_ei0knkoaWfnweoZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:05:35,2015-03-20 03:05:54,1,1233551728,iZXUO4qzTRR46tjxfszSyw**,27197,Qual712-0618WaterUtilities,NA,NA,19,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b3f1A5eIKwmYwZf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:05:33,2015-03-20 03:05:55,1,1278680460,iZXUO4qzTRShz8Nelj5eCQ**,27197,Qual712-0618WaterUtilities,2,otherCity,22,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_esQEvP14G6FfrRX,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:03:45,2015-03-20 03:06:10,1,1273434345,iZXUO4qzTRRNedySOwzOZQ**,27197,Qual712-0618WaterUtilities,NA,NA,145,NA,1,1,1,1,1,7,7,7,6,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_abliggEX71xsK1f,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:04:53,2015-03-20 03:06:21,1,1277904793,iZXUO4qzTRQFsg4STECFhA**,27197,Qual712-0618WaterUtilities,NA,NA,88,NA,1,1,1,2,2,6,6,7,3,6,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4SCCrVssoWVcTzf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:06:44,2015-03-20 03:07:10,1,1277980148,iZXUO4qzTRS8HMSJtZ75zw**,27197,Qual712-0618WaterUtilities,NA,NA,26,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0AtXc1nEHL6J2a9,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:04:41,2015-03-20 03:07:17,1,1208760100,iZXUO4qzTRQzdjdx-XiO_A**,27197,Qual712-0618WaterUtilities,1,NA,156,18167664275803,1,2,1,2,1,6,7,7,4,4,4,4,2,2,3,1,6,6,4,4,6,6,6,6,6,4,6,4,4,4,4,6,4,6
R_bdA1gZVvtjjP1yt,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:07:57,2015-03-20 03:08:30,1,1257137573,iZXUO4qzTRQvXHXA6Bv8-A**,27197,Qual712-0618WaterUtilities,NA,NA,33,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_86LvM9D0MbBmzeB,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:08:33,2015-03-20 03:08:45,1,1258880947,iZXUO4qzTRSeYTTVG3cPiQ**,27197,Qual712-0618WaterUtilities,NA,NA,12,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9LJsKhsiWHsuLnn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:08:54,2015-03-20 03:09:21,1,1264818530,iZXUO4qzTRQYxE0M3OqvhQ**,27197,Qual712-0618WaterUtilities,NA,NA,27,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bNLUyT5Zqcggahf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:08:31,2015-03-20 03:09:29,1,1264631706,iZXUO4qzTRThYXGC07A43g**,27197,Qual712-0618WaterUtilities,NA,NA,58,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ctOH5MeHE99ObQN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:07:54,2015-03-20 03:09:59,1,1157007548,iZXUO4qzTRRrjeDU87TlhA**,27197,Qual712-0618WaterUtilities,1,NA,125,17389823419243,1,2,1,1,1,7,7,7,4,4,1,5,2,2,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7
R_3PmC6coThN8KE05,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:09:57,2015-03-20 03:10:25,1,1270383384,iZXUO4qzTRQYhV287NsCiQ**,27197,Qual712-0618WaterUtilities,2,otherCity,28,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9AoFS4yp7Gzo2Zn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:10:06,2015-03-20 03:10:35,1,1208621541,iZXUO4qzTRRSMkMjqnM5Xw**,27197,Qual712-0618WaterUtilities,NA,NA,29,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8k2YbbWisKpdrHn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:10:25,2015-03-20 03:10:45,1,1277755407,iZXUO4qzTRRtjl2POTxxdA**,27197,Qual712-0618WaterUtilities,NA,NA,20,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0CiOxq8X0HB2Up7,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:08:57,2015-03-20 03:11:04,1,1131935285,iZXUO4qzTRTRgZeesyJo-A**,27197,Qual712-0618WaterUtilities,NA,NA,127,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6ePCH6RhD85GtaR,Default Response Set,Anonymous,NA,NA,0,2015-03-20 03:07:48,2015-03-20 03:11:09,1,1151614584,iZXUO4qzTRRM-vWO0ydpIg**,27197,Qual712-0618WaterUtilities,1,NA,201,17308767170323,1,2,1,1,1,7,7,7,4,4,1,4,7,3,2,1,6,7,7,7,7,6,7,7,6,7,7,7,7,4,7,6,7,6
